,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
9687,2307010007,e_e003792,7,궁 호텔,2023-07-01,2023-07-02,경기 시흥시 평안상가1길 27,경기 시흥시 정왕동 1783-7,126.7465642,37.3370576,,,POI01000000BMD9P4,덕수궁호텔입구,180.0,24,N,8.0,2.0,2.0,1.0,1.0,
9733,2306250007,e_e003808,7,글래드,2023-06-25,2023-06-25,서울 영등포구 의사당대로 16,서울 영등포구 여의도동 17-5,126.9172764,37.5273992,,,POI01000TR035069V,글래드 여의도,120.0,24,N,6.0,1.0,5.0,5.0,5.0,
9735,2306250009,e_e003808,9,글래드,2023-06-25,2023-06-26,서울 영등포구 의사당대로 16,서울 영등포구 여의도동 17-5,126.9172764,37.5273992,,,POI01000TR035069V,글래드 여의도,150.0,24,Y,6.0,1.0,4.0,5.0,5.0,
9766,2306230004,e_e003819,4,라마다 용인 호텔,2023-06-23,2023-06-23,경기 용인시 처인구 포곡읍 마성로 420,경기 용인시 처인구 포곡읍 전대리 356-6,127.216603,37.2865936,,,POI01000000DRLKSX,라마다용인호텔,180.0,24,N,7.0,1.0,5.0,5.0,5.0,
9768,2306230006,e_e003819,6,라마다 용인 호텔,2023-06-23,2023-06-24,경기 용인시 처인구 포곡읍 마성로 420,경기 용인시 처인구 포곡읍 전대리 356-6,127.216603,37.2865936,,,POI01000000DRLKSX,라마다용인호텔,1380.0,24,N,6.0,1.0,5.0,5.0,5.0,
9771,2306240003,e_e003819,8,라마다 용인 호텔,2023-06-24,2023-06-24,경기 용인시 처인구 포곡읍 마성로 420,경기 용인시 처인구 포곡읍 전대리 356-6,127.216603,37.2865936,,,POI01000000DRLKSX,라마다용인호텔,540.0,24,N,7.0,1.0,5.0,5.0,5.0,
9781,2306270009,e_e003821,9,테이크 호텔,2023-06-27,2023-06-27,경기 광명시 신기로 22,경기 광명시 일직동 512-3,126.8832251,37.4191384,,,POI01000TR024948V,테이크호텔,390.0,24,N,6.0,1.0,4.0,4.0,4.0,
9823,2306300003,e_e003840,3,케이힐 스더 테라스,2023-06-30,2023-06-30,경기 파주시 심학산로 628,경기 파주시 야당동 1079,126.7614994,37.7164772,,,POI01000TR029572V,케이힐스더테라스,930.0,24,N,7.0,4.0,3.0,2.0,3.0,
9825,2306300005,e_e003840,5,케이힐스 더 테라스,2023-06-30,2023-07-01,경기 파주시 심학산로 628,경기 파주시 야당동 1079,126.7614994,37.7164772,,,POI01000TR029572V,케이힐스더테라스,120.0,24,N,6.0,4.0,3.0,2.0,3.0,
9848,2307070003,e_e003845,3,소피텔앰배서더,2023-07-07,2023-07-07,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,0.0,24,N,5.0,1.0,5.0,5.0,5.0,
9850,2307070005,e_e003845,5,소피텔앰배서더,2023-07-07,2023-07-07,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,120.0,24,Y,2.0,1.0,4.0,4.0,3.0,
9853,2307070008,e_e003845,8,소피텔앰배서더,2023-07-07,2023-07-08,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,90.0,24,Y,2.0,1.0,4.0,4.0,4.0,
9870,2307010003,e_e003850,3,나인 트리 프리미어 호텔 서울 판교,2023-07-01,2023-07-02,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,270.0,24,N,1.0,1.0,3.0,2.0,2.0,
9940,2306240002,e_e003870,5,곤지암리조트,2023-06-24,2023-06-25,경기 광주시 도척면 도척윗로 278,경기 광주시 도척면 도웅리 534,127.2940917,37.3379816,,,POI01000TR001676V,곤지암리조트,360.0,24,N,1.0,4.0,4.0,4.0,4.0,
9952,2307070002,e_e003885,2,에버던 호텔,2023-07-07,2023-07-07,경기 안양시 만안구 안양로 285-1,경기 안양시 만안구 안양동 676-115,126.9217445,37.397744,,,POI01000000ATN43T,에버덴,90.0,24,N,8.0,2.0,3.0,2.0,3.0,
9954,2307070004,e_e003885,4,에버던 호텔,2023-07-07,2023-07-08,경기 안양시 만안구 안양로 285-1,경기 안양시 만안구 안양동 676-115,126.9217445,37.397744,,,POI01000000ATN43T,에버덴,300.0,24,N,8.0,2.0,3.0,2.0,3.0,
9962,2307030005,e_e003886,5,레이키푸이스토 키즈리조트,2023-07-03,2023-07-04,경기 가평군 상면 수목원로386번길 14-11,경기 가평군 상면 행현리 644,127.3510295,37.7483324,,,POI02000TR002449V,레이키푸이스토 키즈리조트,570.0,24,N,2.0,4.0,4.0,4.0,4.0,
9964,2307040002,e_e003886,7,레이키푸이스토 키즈리조트,2023-07-04,2023-07-04,경기 가평군 상면 수목원로386번길 14-11,경기 가평군 상면 행현리 644,127.3510295,37.7483324,,,POI02000TR002450V,레이키푸이스토 키즈리조트,30.0,24,Y,11.0,4.0,4.0,4.0,4.0,
9974,2307010003,e_e003891,3,호텔 신북온천,2023-07-01,2023-07-01,경기 포천시 신북면 청신로 585,경기 포천시 신북면 덕둔리 625-4,127.1022752,37.9728015,,,POI010000006CCGNT,호텔신북온천,930.0,24,N,8.0,1.0,4.0,4.0,4.0,
9975,2307010008,e_e003891,4,호텔 신북온천,2023-07-01,2023-07-02,경기 포천시 신북면 청신로 585,,,,,,,,330.0,24,N,8.0,1.0,4.0,4.0,4.0,1144010400.0
9986,2306240007,e_e003892,7,림 호텔,2023-06-24,2023-06-25,서울 서대문구 연세로4길 16,서울 서대문구 창천동 29-26,126.9380284,37.5569467,,,POI02000TR002705V,림호텔,1440.0,24,N,8.0,2.0,1.0,1.0,1.0,
10000,2306250002,e_e003896,4,골든 튤립에버 용인 호텔,2023-06-25,2023-06-26,경기 용인시 처인구 포곡읍 전대로78번길 19-2,경기 용인시 처인구 포곡읍 전대리 356-1,127.2167441,37.2870583,,,POI01000TR029244V,골든튤립에버 용인호텔,180.0,24,N,6.0,1.0,5.0,5.0,5.0,
10046,2307020002,e_e003928,4,메이필드호텔,2023-07-02,2023-07-03,서울 강서구 방화대로 94,서울 강서구 외발산동 426,126.8190967,37.5471377,,,POI01000TR013152V,메이필드호텔 서울,270.0,24,N,8.0,1.0,5.0,5.0,5.0,
10083,2307080010,e_e003945,12,미즈 호텔,2023-07-08,2023-07-09,경기 파주시 탄현면 성동로 20-37,경기 파주시 탄현면 성동리 679-2,126.6870578,37.7768524,,,POI01000TR024785V,미즈호텔,120.0,24,N,8.0,1.0,4.0,5.0,5.0,
10100,2307060002,e_e003958,2,호텔 파크 하비오,2023-07-06,2023-07-06,서울 송파구 송파대로 111,서울 송파구 문정동 618,127.1235091,37.4818241,,,POI01000000C0WBO3,메가박스 송파파크하비오,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
10103,2307060005,e_e003958,5,호텔 파크 하비오,2023-07-06,2023-07-07,서울 송파구 송파대로 111,서울 송파구 문정동 618,127.1235091,37.4818241,,,POI01000000C0WBO3,메가박스 송파파크하비오,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
10107,2306240002,e_e003963,6,화이트 호텔,2023-06-24,2023-06-25,경기 수원시 장안구 팔달로271번길 9,경기 수원시 장안구 영화동 282-1,127.0141238,37.2898112,,,POI010000006N01QG,화이트호텔,180.0,24,N,8.0,2.0,3.0,4.0,4.0,
10139,2307070010,e_e003968,10,블릭스 호텔,2023-07-07,2023-07-08,경기 수원시 팔달구 효원로291번길 25,경기 수원시 팔달구 인계동 1123-16,127.0339328,37.2625705,,,POI01000000DBCS9X,블릭스호텔,30.0,24,N,7.0,1.0,5.0,5.0,5.0,
10167,2307030004,e_e003980,4,국립중미산자연휴양림,2023-07-03,2023-07-04,경기 양평군 옥천면 중미산로 1152,경기 양평군 옥천면 신복리 64,127.4568201,37.583517,,,POI01000000BYKBPP,국립중미산자연휴양림,330.0,24,N,1.0,9.0,4.0,3.0,3.0,
10213,2307030006,e_e003999,5,론스타 호텔,2023-07-03,2023-07-03,서울 도봉구 마들로11길 37,서울 도봉구 창동 14-1,127.051199,37.6537335,,,POI010000006LB0XV,론스타호텔,60.0,24,N,6.0,1.0,5.0,5.0,5.0,
10220,2307080007,e_e004005,7,몬드리안,2023-07-08,2023-07-08,서울 용산구 장문로 23,서울 용산구 이태원동 22-76,126.993108,37.5285641,,,POI01000TR101792V,몬드리안 서울 이태원,90.0,24,N,2.0,1.0,5.0,5.0,5.0,
10223,2307080011,e_e004005,10,몬드리안,2023-07-08,2023-07-09,서울 용산구 장문로 23,서울 용산구 이태원동 22-76,126.993108,37.5285641,,,POI01000TR101792V,몬드리안 서울 이태원,180.0,24,N,1.0,1.0,5.0,5.0,5.0,
10243,2306280003,e_e004017,4,파인벨리 글램핑 3호점,2023-06-28,2023-06-29,경기 포천시 화현면 봉화로 315-108,경기 포천시 화현면 명덕리 193-11,127.2746045,37.8752871,,,POI02000TR002214V,파인벨리 글램핑 3호점,390.0,24,N,2.0,5.0,5.0,5.0,5.0,
10250,2307060004,e_e004020,4,더블트리 바이 힐튼 서울 판교,2023-07-06,2023-07-07,경기 성남시 분당구 백현로 26,경기 성남시 분당구 정자동 3-2,127.104058,37.3806587,,,POI02000TR003322V,더블트리 바이 힐튼 서울 판교,90.0,24,N,7.0,1.0,5.0,5.0,5.0,
10292,2307050010,e_e004042,11,호텔 월,2023-07-05,2023-07-06,경기 안양시 동안구 인덕원로30번길 89,경기 안양시 동안구 관양동 1504-11,126.9761318,37.3988135,,,POI010000006IYRS1,월호텔,180.0,24,N,8.0,2.0,4.0,2.0,3.0,
10304,2306280009,e_e004044,9,스포렉스,2023-06-28,2023-06-29,서울 중구 장충단로 247,서울 중구 을지로6가 18-21,127.0073574,37.5668025,,,POI010000007YQ13V,굿모닝시티스파렉스,180.0,24,N,2.0,11.0,3.0,3.0,3.0,
10311,2307010002,e_e004048,7,한화리조트 용인 베잔송,2023-07-01,2023-07-02,경기 용인시 처인구 남사읍 봉무로153번길 79,경기 용인시 처인구 남사읍 봉무리 257-1,127.1441266,37.1316613,,,POI01000000AMGCVF,째깍섬 한화용인센터,810.0,24,N,8.0,4.0,4.0,3.0,3.0,
10315,2307010006,e_e004048,5,대궐 숯불장어촌,2023-07-01,2023-07-01,장지남길3번길6-2,,,,,,,,120.0,11,N,5.0,4.0,5.0,5.0,5.0,4159013600.0
10354,2307070006,e_e004062,6,인더시티 비즈니스호텔,2023-07-07,2023-07-07,서울 강남구 테헤란로37길 13-8,서울 강남구 역삼동 677-8,127.0399765,37.5030123,,,POI02000TR003333V,인더시티비즈니스호텔,60.0,24,N,8.0,1.0,5.0,5.0,5.0,
10356,2307070008,e_e004062,8,인더시티 비즈니스호텔,2023-07-07,2023-07-08,서울 강남구 테헤란로37길 13-8,서울 강남구 역삼동 677-8,127.0399765,37.5030123,,,POI02000TR003334V,인더시티비즈니스호텔,270.0,24,Y,8.0,1.0,5.0,5.0,5.0,
10372,2306300002,e_e004071,2,을지로 코업레지던스,2023-06-30,2023-06-30,서울 중구 을지로 246,서울 중구 을지로6가 32,127.0054014,37.5661791,,,POI010000006LNONL,을지로코업레지던스,120.0,24,N,2.0,1.0,3.0,3.0,3.0,
10379,2306300009,e_e004071,9,을지로 코업레지던스,2023-06-30,2023-07-01,서울 중구 을지로 246,서울 중구 을지로6가 32,127.0054014,37.5661791,,,POI010000006LNONL,을지로코업레지던스,60.0,24,N,2.0,1.0,3.0,3.0,3.0,
10397,2306300008,e_e004073,5,그라티아이 글램핑,2023-06-30,2023-07-01,경기 가평군 가평읍 태봉두밀로 421-24,경기 가평군 가평읍 두밀리 216,127.4547533,37.8152486,,,POI02000TR002261V,그라티아글램핑,510.0,24,N,2.0,5.0,5.0,5.0,5.0,
10421,2307020004,e_e004076,3,파라스파라 서울,2023-07-02,2023-07-03,서울 강북구 삼양로 689,서울 강북구 우이동 346,127.0076833,37.6648922,,,POI01000000E4KYZV,파라스파라서울,630.0,24,N,11.0,1.0,2.0,1.0,2.0,
10446,2307070004,e_e004100,4,라고 호텔,2023-07-07,2023-07-08,경기 용인시 기흥구 신정로237번길 5-5,경기 용인시 기흥구 신갈동 536-5,127.0969707,37.2885649,,,POI01000000ALXH6B,라고호텔,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
10483,2307070006,e_e004122,5,남한강 선밸리 호텔,2023-07-07,2023-07-08,경기 여주시 강변유원지길 45,경기 여주시 연양동 414,127.6611084,37.2931881,,,POI01000TR030046V,남한강썬밸리호텔,180.0,24,N,6.0,1.0,4.0,3.0,4.0,
10505,2307010004,e_e004141,4,파로스 관광호텔,2023-07-01,2023-07-01,서울 송파구 올림픽로10길 5,서울 송파구 잠실동 180,127.0811662,37.5110597,,,POI01000000BI0V6Q,파로스관광호텔,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
10507,2307010006,e_e004141,6,파로스 관광호텔,2023-07-01,2023-07-01,서울 송파구 올림픽로10길 5,서울 송파구 잠실동 180,127.0811662,37.5110597,,,POI01000000BI0V6Q,파로스관광호텔,690.0,24,N,7.0,1.0,5.0,5.0,5.0,
10508,2307010009,e_e004141,7,파로스 관광호텔,2023-07-01,2023-07-02,서울 송파구 올림픽로10길 5,,,,,,,,30.0,24,N,2.0,1.0,5.0,5.0,5.0,3017010400.0
10514,2307160005,e_e004142,3,자일 랜드 글램핑,2023-07-16,2023-07-17,경기 포천시 영북면 호국로4350번길 154-187,경기 포천시 영북면 자일리 7-1,127.3096558,38.1056376,,,POI02001TR024772V,자일랜드글램핑,600.0,24,N,8.0,5.0,4.0,5.0,5.0,
10527,2307220011,e_e004146,10,에버던 호텔,2023-07-22,2023-07-23,경기 안양시 만안구 안양로 285-1,경기 안양시 만안구 안양동 676-115,,,,,,,240.0,24,N,2.0,1.0,5.0,5.0,5.0,
10538,2307110008,e_e004148,7,반디 호텔,2023-07-11,2023-07-12,경기 파주시 지목로 57,경기 파주시 신촌동 70-9,126.6974521,37.7263571,,,POI02000TR004080V,반디호텔,240.0,24,N,6.0,2.0,4.0,4.0,3.0,
10545,2307160002,e_e004149,5,콘래드,2023-07-16,2023-07-16,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23-1,126.9267428,37.5254277,,,POI01000TR003867V,콘래드 서울,120.0,24,N,2.0,1.0,5.0,5.0,5.0,
10547,2307160004,e_e004149,7,콘래드,2023-07-16,2023-07-17,서울 영등포구 국제금융로 10,,,,,,,,300.0,24,N,2.0,1.0,5.0,5.0,5.0,4117310100.0
10577,2306290007,e_e004162,7,호텔아비숑,2023-06-29,2023-06-29,서울 종로구 율곡로6길 19,서울 종로구 운니동 37-2,126.9896214,37.5764537,,,POI02000TR002274V,호텔아비숑,90.0,24,N,8.0,1.0,4.0,4.0,4.0,
10579,2306290009,e_e004162,9,호텔아비숑,2023-06-29,2023-06-30,서울 종로구 율곡로6길 19,서울 종로구 운니동 37-2,126.9896214,37.5764537,,,POI02000TR002275V,호텔아비숑,360.0,24,N,8.0,1.0,4.0,4.0,4.0,
10612,2307080005,e_e004172,5,스위스그랜드호텔 서울,2023-07-08,2023-07-09,서울 서대문구 연희로 353,서울 서대문구 홍은동 201-1,126.934166,37.5888281,,,POI02000TR003693V,스위스그랜드호텔 서울,510.0,24,N,3.0,1.0,3.0,2.0,3.0,
10621,2306300003,e_e004173,3,평택 헤르메스 호텔,2023-06-30,2023-06-30,경기 평택시 포승읍 도곡길 774-19,,,,,,,,720.0,24,N,8.0,1.0,5.0,5.0,5.0,4122025622.0
10622,2306300004,e_e004173,4,평택 헤르메스 호텔,2023-06-30,2023-07-01,경기 평택시 포승읍 도곡길 774-19,,,,,,,,120.0,24,N,8.0,1.0,5.0,5.0,5.0,4122025622.0
10673,2306290003,e_e004207,4,트라움 풀빌라 글램핑 카라반,2023-06-29,2023-06-30,,경기 가평군 상면 임초리 92-2,127.3779448,37.7695308,,,POI02000TR002230V,트라움 풀빌라글램핑&카라반,540.0,24,N,2.0,5.0,5.0,4.0,5.0,
10691,2306300008,e_e004219,8,나인 트리 프리미어 호텔 인사동,2023-06-30,2023-06-30,서울 종로구 인사동길 49,서울 종로구 관훈동 155-2,126.9835789,37.5744835,,,POI01000TR100509V,나인트리프리미어호텔 인사동,30.0,24,N,1.0,1.0,5.0,5.0,5.0,
10694,2306300012,e_e004219,11,나인 트리 프리미어 호텔 인사동,2023-06-30,2023-07-01,서울 종로구 인사동길 49,서울 종로구 관훈동 155-2,126.9835789,37.5744835,,,POI01000TR100509V,나인트리프리미어호텔 인사동,120.0,24,N,8.0,1.0,5.0,5.0,5.0,
10736,2307010002,e_e004234,6,폴로 관광호텔,2023-07-01,2023-07-02,인천 남동구 앵고개로934번길 30,,,,,,,,30.0,24,N,7.0,1.0,5.0,4.0,4.0,2820010200.0
10738,2307010004,e_e004234,3,폴로 관광호텔,2023-07-01,2023-07-01,인천 남동구 앵고개로934번길 30,인천 남동구 논현동 677-3,126.7352359,37.4009478,,,POI01000000D8SKSL,폴로관광호텔,180.0,24,N,7.0,1.0,4.0,4.0,4.0,
10751,2307010004,e_e004238,4,호텔 마리아,2023-07-01,2023-07-02,경기 안성시 공도읍 하마정길 16-5,경기 안성시 공도읍 마정리 112-23,127.2029804,37.0162022,,,POI02000TR002719V,호텔마리아,180.0,24,N,2.0,1.0,5.0,5.0,5.0,
10776,2307010003,e_e004243,3,이비스 앰배서더호텔 인사동,2023-07-01,2023-07-01,서울 종로구 삼일대로30길 31,,,,,,,,60.0,24,N,5.0,1.0,5.0,5.0,5.0,1111013300.0
10779,2307010009,e_e004243,10,이비스 앰배서더호텔 인사동,2023-07-01,2023-07-02,서울 종로구 삼일대로30길 31,,,,,,,,1410.0,24,Y,5.0,1.0,5.0,5.0,5.0,1111013300.0
10799,2307020002,e_e004247,2,호텔베뉴지,2023-07-02,2023-07-02,서울 종로구 청계천로 117,서울 종로구 관수동 124,126.9907453,37.5686115,,,POI010000006GKC7L,호텔베뉴지,30.0,24,N,8.0,1.0,4.0,4.0,4.0,
10808,2307020011,e_e004247,11,호텔베뉴지,2023-07-02,2023-07-03,서울 종로구 청계천로 117,서울 종로구 관수동 124,126.9907453,37.5686115,,,POI010000006GKC7L,호텔베뉴지,30.0,24,N,8.0,1.0,4.0,4.0,4.0,
10825,2306300004,e_e004254,4,서울 드래건 시티,2023-06-30,2023-07-01,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,126.9627641,37.5318165,,,POI01000TR020247V,서울드래곤시티,210.0,24,N,1.0,1.0,4.0,5.0,5.0,
10830,2306270002,e_e004256,6,오포짓스탠다드,2023-06-27,2023-06-28,서울 은평구 서오릉로 17,서울 은평구 녹번동 155-40,126.925752,37.6027866,,,POI02000TR002951V,오포짓스탠다드,120.0,24,N,7.0,2.0,5.0,5.0,4.0,
10832,2306270004,e_e004256,3,오포짓스탠다드,2023-06-27,2023-06-27,서울 은평구 서오릉로 17,서울 은평구 녹번동 155-40,126.925752,37.6027866,,,POI02000TR002952V,오포짓스탠다드,30.0,24,N,7.0,2.0,5.0,5.0,4.0,
10839,2307020003,e_e004268,3,서울 북한산 카라반,2023-07-02,2023-07-02,서울 은평구 북한산로 242,,,,,,,,30.0,24,N,5.0,5.0,4.0,5.0,5.0,1138011400.0
10841,2307020005,e_e004268,5,서울 북한산 카라반,2023-07-02,2023-07-03,서울 은평구 북한산로 242,,,,,,,,270.0,24,N,5.0,5.0,5.0,5.0,5.0,1138011400.0
10929,2307070002,e_e004313,2,하람 게스트하우스,2023-07-07,2023-07-07,화정동 952 별빛마을 8단지,,,,,,,,30.0,24,N,8.0,7.0,4.0,4.0,4.0,4128112300.0
10933,2307070006,e_e004313,6,하람 게스트하우스,2023-07-07,2023-07-08,화신로284,,,,,,,,90.0,24,N,8.0,7.0,4.0,3.0,4.0,4128112300.0
10994,2306300010,e_e004334,10,롯데시티 호텔 마포,2023-06-30,2023-06-30,서울 마포구 마포대로 109,서울 마포구 공덕동 467,126.9504282,37.5445917,,,POI01000000BFXL7B,롯데시티호텔 마포,660.0,24,N,5.0,1.0,5.0,5.0,5.0,
10995,2306300013,e_e004334,11,롯데시티 호텔 마포,2023-06-30,2023-07-01,서울 마포구 마포대로 109,,,,,,,,30.0,24,N,5.0,1.0,5.0,5.0,5.0,1144010200.0
10997,2307010002,e_e004334,12,롯데시티 호텔 마포,2023-07-01,2023-07-01,서울 마포구 마포대로 109,서울 마포구 공덕동 467,126.9504282,37.5445917,,,POI01000000BFXL7B,롯데시티호텔 마포,660.0,24,N,5.0,1.0,5.0,4.0,4.0,
11022,2307170005,e_e004341,5,몬드리안,2023-07-17,2023-07-17,서울 용산구 장문로 23,서울 용산구 이태원동 22-76,,,,,,,1320.0,24,N,1.0,1.0,5.0,4.0,4.0,
11024,2307170012,e_e004341,7,몬드리안,2023-07-17,2023-07-18,서울 용산구 장문로 23,,,,,,,,150.0,24,N,1.0,1.0,5.0,4.0,4.0,4159025939.0
11036,2307030006,e_e004342,6,포스터 호텔,2023-07-03,2023-07-03,경기 부천시 석천로531번길 43,경기 부천시 삼정동 376-2,126.7635228,37.5323172,,,POI02000TR002477V,포스타호텔,30.0,24,N,8.0,1.0,5.0,5.0,5.0,
11041,2307030011,e_e004342,11,포스터 호텔,2023-07-03,2023-07-04,경기 부천시 석천로531번길 43,경기 부천시 삼정동 376-2,126.7635228,37.5323172,,,POI02000TR002478V,포스타호텔,60.0,24,Y,7.0,1.0,5.0,5.0,5.0,
11067,2307280005,e_e004349,5,나인 트리 프리미어 로카우스 호텔 서울 용산,2023-07-28,2023-07-28,서울 용산구 한강대로23길 25,서울 용산구 한강로3가 40-1050,126.9643863,37.5274741,,,POI02000TR004849V,나인트리 프리미어 로카우스 호텔 서울 용산,120.0,24,Y,4.0,1.0,5.0,5.0,5.0,
11071,2307280009,e_e004349,9,나인 트리 프리미어 로카우스 호텔 서울 용산,2023-07-28,2023-07-29,서울 용산구 한강대로23길 25,서울 용산구 한강로3가 40-1050,126.9643863,37.5274741,,,POI02000TR004852V,나인트리 프리미어 로카우스 호텔 서울 용산,60.0,24,Y,4.0,1.0,5.0,5.0,5.0,
11105,2307030004,e_e004369,4,올라 카이 송도파크호텔,2023-07-03,2023-07-03,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,90.0,24,N,2.0,1.0,5.0,5.0,5.0,
11108,2307030011,e_e004369,7,올라 카이 송도파크호텔,2023-07-03,2023-07-04,인천 연수구 테크노파크로 151,,,,,,,,240.0,24,N,7.0,1.0,5.0,5.0,5.0,2818510600.0
11111,2307040003,e_e004369,9,올라 카이 송도파크호텔,2023-07-04,2023-07-04,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,30.0,24,Y,2.0,1.0,5.0,5.0,5.0,
11143,2306300008,e_e004373,8,파크뷰 테라스,2023-06-30,2023-06-30,경기 파주시 소리천로 39,경기 파주시 야당동 1079-1,126.7620453,37.7163828,,,POI01000TR034584V,파크뷰테라스호텔,60.0,24,N,6.0,11.0,4.0,4.0,4.0,
11145,2306300010,e_e004373,10,파크뷰 테라스,2023-06-30,2023-07-01,경기 파주시 소리천로 39,경기 파주시 야당동 1079-1,126.7620453,37.7163828,,,POI01000TR034584V,파크뷰테라스호텔,60.0,24,N,6.0,11.0,4.0,4.0,4.0,
11190,2307210004,e_e004393,4,뉴에 호텔,2023-07-21,2023-07-21,경기 수원시 팔달구 효원로219번길 46-6,경기 수원시 팔달구 인계동 1026-1,,,,,,,0.0,24,Y,8.0,2.0,4.0,5.0,5.0,
